Modulus,pressure,bias,flow,Cu,Al,Fe,Zr,V,Co,Ni,Nb,Ti,Cr,Mo,Mn,W,Ta,Hf,ave:thermal_conductivity,var:Polarizability,var:gs_energy
278.46920591714866,0.0681341364979744,0.9536693096160889,0.7212268710136414,0.10146461446012933,0.10846749313049071,0.0006768412026947869,0.014415402674716232,0.07214306647708031,0.11382272160765954,0.11393047574775911,0.11293835779175389,0.046522192700712395,0.005944397746853756,0.09721795817251147,0.08838446784615586,0.014586532966485375,0.0015788672134334982,0.10790661026156374,117.38297479709057,14.951446760952512,6.790578628610605
282.17169610988356,0.06559322029352188,0.9659136533737183,0.716270387172699,0.10185900620917795,0.10869056958182415,0.0005624547817490344,0.013672267595062643,0.07214528284611867,0.11418864146456394,0.11426802239330713,0.11355329980309208,0.04436268994351658,0.005527467664989674,0.09964005573271131,0.08880325544517698,0.011907598620578028,0.001260472676425064,0.10955891524170679,117.48516905166963,14.973704701682724,6.756964889430676
181.97562820252807,0.9202556610107422,0.0029917662031948566,0.9261513948440552,0.1079566953069935,0.10718480613006375,0.02771721801419783,0.10725179139507852,0.10754664240081296,0.10533735213048531,0.0019335674527011125,0.10203844659670779,0.10848667481024898,0.10865977702186154,0.1085698906446747,0.0006268211414920155,0.0022449609977427077,0.003614851317513172,0.0008305046394260944,120.91260948029196,14.919359493487725,5.847217326397228
134.35559511350007,0.22626563906669617,0.007336822804063559,0.013321962207555771,0.11300150131525775,0.112354388622392,0.11746550492321846,0.11551748889154285,0.04844224537029961,0.10891551780304445,0.0002583001465671705,0.02160772126164925,0.11718390967477177,0.11201523040564665,0.11654253705984247,0.0012598523499252545,0.004790928019165566,0.009146926137330333,0.0014979480193464119,127.92861066713283,14.810989360322637,5.76432824032455
220.51645810765626,0.9456559419631958,0.01744670234620571,0.9957168698310852,0.10307738104875361,0.1040343633736812,0.0006170149961910167,0.0904537114672091,0.10507425167931014,0.10491966552012419,0.05513671438732445,0.10499510442206554,0.10185402674391159,0.10355792471347353,0.1044680016954314,0.004077788001791524,0.003558530115068821,0.0028277303120563084,0.011347791523607584,119.80049182377012,15.162830484313227,5.998988991847264
135.04266975162804,0.21979452669620514,0.0074294740334153175,0.013700602576136589,0.11313238434822698,0.11215005927123972,0.11759373355440976,0.11555442350193766,0.04771427233439647,0.10894252311353458,0.00026328178935962744,0.021784735957726464,0.11729374485534722,0.11186887328265972,0.11656587088370311,0.0013422211487784494,0.0047893936400449895,0.009395855519094035,0.001608626799541222,127.9432181841665,14.821700521169637,5.768045745234956
130.86347827872643,0.21022245287895203,0.0059020365588366985,0.009810530580580235,0.1132962959356722,0.11284565429624661,0.11764407034502379,0.11595670355446311,0.04783154176671286,0.11074709842066845,0.00018288704542363457,0.01962899743985221,0.11732594051019318,0.11292388976192029,0.11686349200483342,0.0010648949410378742,0.004028066067034351,0.008401405425016339,0.0012590624859016774,128.19083083881614,14.816984429937314,5.734448966823268
101.83755411849897,0.13911184668540955,0.0015512281097471714,0.0013793101534247398,0.1173760147960707,0.11760584532180642,0.1199146598564563,0.11909123759157256,0.03447473267210833,0.11651904010742736,2.7332696022052553e-05,0.010763742737686783,0.11979501577650847,0.11746671365074533,0.11958836432390305,0.00038454058290066513,0.0014307833973924223,0.005147591927643816,0.0004143845617557281,131.07372117910185,14.993727343524021,5.6994967443404665
178.78541453443592,0.8740788698196411,0.004773162771016359,0.8234938979148865,0.1066527501319778,0.10544217557958444,0.0446781680681683,0.10618899695254747,0.1053029889216963,0.10289198514422095,0.0015233430342193478,0.09530149794080722,0.10750645585397374,0.10756981410111059,0.10743714344274963,0.0007895999754088826,0.003131872954353304,0.004637938237038986,0.0009452696621430493,120.5302564218905,14.800383592536047,5.785021464711811
174.27364702975348,0.8152825236320496,0.00618296442553401,0.6944091320037842,0.10611834716419792,0.1043651692293165,0.061902461357992725,0.10557657331595972,0.10192975613048676,0.100802206954129,0.0013751618048415254,0.08586862431401857,0.10690743479646385,0.10654915908114804,0.10676997036611247,0.0010004078423944268,0.0033965724347021897,0.006263894754268197,0.0011742604539681277,120.53358118867499,14.700784340018485,5.732421252072159
239.8310231015855,0.6384170055389404,0.2891451418399811,0.9623833298683167,0.0973967545097778,0.1008340488564059,0.0007675675204767249,0.04852895318021502,0.09966287286777553,0.10426890287404345,0.09669472392790905,0.10369836775739627,0.07956613629655755,0.06628885831276271,0.09903365066190799,0.029732024283455206,0.010286916717775835,0.002984603712827829,0.06025561852071312,117.0316180835637,14.896353548942063,6.3109059471908076
172.9139445186446,0.7730364799499512,0.006961517035961151,0.5830753445625305,0.10541784359321033,0.10341524056643306,0.07308622926886961,0.10515650482187844,0.09983150686363018,0.09902812570780523,0.001301797924007073,0.08078239085232822,0.10655785484643285,0.10610280992789894,0.10632471985434025,0.0011456423274512591,0.004115016861869173,0.006553647942386249,0.0011806686414591256,120.41979411121088,14.621164950377,5.695079891567975
170.37805813150135,0.701758623123169,0.00881466269493103,0.45203694701194763,0.10514504515007235,0.10279863437535709,0.08149276321149866,0.10514106750520248,0.09689014269503916,0.09755056712519279,0.0012341823769922056,0.0749717271147201,0.10683251424717867,0.1061962973640046,0.10624294604841049,0.001429126965613467,0.005027798315822795,0.007673441850478093,0.0013737456544170618,120.508189750278,14.552990860695068,5.690132174539961
233.72186696203562,0.7880937457084656,0.16279588639736176,0.9777252078056335,0.09603796964708529,0.09948587169671817,0.0009284614570674414,0.062025934433541,0.10060756411177517,0.10244721729184658,0.08774944597790164,0.10232406121220344,0.08802360870922005,0.08610369955648003,0.09917432229836524,0.015767101450242103,0.008009102379017445,0.003070305144451153,0.04824533463408524,116.75417505714474,14.990030023990117,6.146530788888128
294.31407529814544,0.03652321919798851,0.9822022318840027,0.6710646748542786,0.10543424229253111,0.11068077230306883,0.0002749276888480645,0.009762869159762886,0.0689537052307086,0.11447876421022944,0.1145355821045621,0.11396641776116505,0.03969435438215371,0.0033025516557437205,0.10245108044074432,0.09467719085539328,0.010518700096690025,0.0007020406137415224,0.11056680120465734,119.12671410891949,14.847743335676514,6.827855094406349
120.63260271646857,0.1960531771183014,0.004553227685391903,0.0074119544588029385,0.11443437484850746,0.11440875534266828,0.11863626485621352,0.11694216882116297,0.04338457449174636,0.11163509776993268,0.00014288753739147603,0.01741842978175325,0.11841248283845947,0.11425163799084267,0.11797343024310132,0.0009007982789523282,0.00312034369481717,0.007375640283053385,0.0009631132213976566,129.02549122896588,14.880226210024087,5.726351359269409
271.2714001292725,0.0958842933177948,0.9253206253051758,0.7809929847717285,0.10046572575703962,0.10611968322901616,0.0009296200814045135,0.017422631826316287,0.07596127273757906,0.11271444516880352,0.11279077373034631,0.11161955224778934,0.048394919686823794,0.009004035641414745,0.0964139693712903,0.08464212031318216,0.01575521024995814,0.0022253874228894935,0.10554065253614654,116.72265190112397,14.955288205955778,6.759764490602341
135.60569302428271,0.2575691044330597,0.00778257567435503,0.018120571970939636,0.11246411765747842,0.11134742322614971,0.11715216344678818,0.1154054037305395,0.05108567104349516,0.10818097397101292,0.00029621843632679723,0.02274538883405153,0.1169556184650057,0.1118230572924064,0.11600207524543975,0.0013216111875847412,0.00496425711757984,0.008820531872865604,0.0014354884732757677,127.43444723659903,14.787735906141881,5.743888408832413
