Modulus,pressure,bias,flow,Cu,Al,Fe,Zr,V,Co,Ni,Nb,Ti,Cr,Mo,Mn,W,Ta,Hf,ave:thermal_conductivity,var:Polarizability,var:gs_energy
275.85990193052237,0.8601696491241455,0.9443479180335999,0.5287438035011292,0.025075993352392877,0.005642336666824706,0.021923166475423552,0.08968473901111162,0.011610744664159204,0.029584308495342007,0.12309181318959264,0.0489350826169087,0.12534302635162672,0.19663806953828186,0.12902719184573616,0.11585130063228899,0.017764640449415253,0.00456163953469219,0.05526594717620349,76.96622621139372,11.739015630437251,3.4684658599107814
278.61024936292415,0.8758177757263184,0.9411200284957886,0.568463921546936,0.03136618609532088,0.004081806123876176,0.021190476548377597,0.09821071090940715,0.0093083241458742,0.02693327206731242,0.11963675734309277,0.04430224156711583,0.12201532086854153,0.19240055009278095,0.13797642552577308,0.11159820188663717,0.01785884640808571,0.004685632034420323,0.05843524838338419,79.1872080889068,11.996112568773263,3.5816361699016768
139.83573994754738,0.9874057173728943,0.7696985602378845,0.6851552128791809,0.11738704350446412,0.004796353313093144,0.1275209163150884,0.12646449995968811,0.0020810169121070624,0.12851546926374205,0.010708421348621365,0.00668782581108852,0.09776135272144483,0.11597527511690411,0.0011702238762928306,0.0030715119407932726,0.000913993519037468,0.12923489795293172,0.127711198444703,99.1421548004006,16.206145383901898,5.107095883286274
253.74152580456663,0.906700849533081,0.9626951217651367,0.33969417214393616,0.033494084960432144,0.005401676130371231,0.0426276193755987,0.11128343865239203,0.007350248124639914,0.018712530799059983,0.14535079268040535,0.07354327031254075,0.09868465642327282,0.17262150115490088,0.10515589134375888,0.06476932621939648,0.014957649375124903,0.006733080215128557,0.0993142342329774,78.66429256098544,13.93531905608943,3.793955545221468
202.68657504036278,0.5547992587089539,0.9858198761940002,0.00038566524744965136,0.00014427148524164446,0.11395040741084028,0.1109137418752907,0.11018906221523746,0.00019221571142050123,0.11267815322510247,0.11434700729139886,0.045898177085764824,0.0004887440159133996,0.11390422741237177,0.10448312595923495,0.00017210367530161587,4.0350271107496815e-05,0.06914076324291735,0.10345764912285667,93.97101099520503,15.833986048867944,5.55318225169559
162.55466091499554,0.9898086190223694,0.9105451107025146,0.24924571812152863,0.09060703906671139,0.020325631272397126,0.13144705947566449,0.13452722834196953,0.0011073681411124662,0.13496631749121607,0.03468562918400938,0.0015661304216426609,0.04205366965534377,0.13389802189423114,0.0007057275410866554,0.0033751335552733045,0.0005506124332596625,0.13577589726800535,0.134408534258077,95.96139695190968,16.431609207347265,5.124245992873366
195.08620926897794,0.5873202085494995,0.9828815460205078,0.0006228969432413578,0.00022446509472914803,0.11663993921398384,0.11080728916036589,0.11213645884482752,0.0001957011345082073,0.11526779517816943,0.11699643305378202,0.024293392446748295,0.0006958131368972555,0.11662209777602166,0.09786955332724112,0.0002454306758882238,7.272207611935638e-05,0.0840626317581174,0.10387027712260061,94.21177478113248,15.679422161071834,5.714169053227623
246.3204450790485,0.9098894000053406,0.9748139977455139,0.16599106788635254,0.03694078015162687,0.008707310132931518,0.08200806460652517,0.10807677247325403,0.005273945757744551,0.021787553691342262,0.13819436704377805,0.10285395537246655,0.0642409025479979,0.15415782263530153,0.09465569581858516,0.03678294143804545,0.015935464440693978,0.00892864588844766,0.12145577800125933,81.70061806638068,14.766780050580046,3.950154887105942
263.6091024928327,0.8612977862358093,0.946465790271759,0.4653030037879944,0.029671470898912238,0.005536446122747732,0.027828993032996244,0.09867782174523104,0.009886776439837201,0.024494044306028966,0.12931855863276392,0.06012067486305862,0.11651894290644106,0.18395689382173794,0.11843576851455775,0.09385493003069506,0.019165394488972566,0.006216760603920134,0.0763165235920995,77.85371982073025,12.644294148172975,3.6600477562568865
151.4111751897947,0.9890216588973999,0.853179395198822,0.3268912732601166,0.10843335278119665,0.012194806483488361,0.130024101530287,0.13112526408578953,0.0013994792686570078,0.13273765094874398,0.02063233927280005,0.003643555237079406,0.061756086079859836,0.12800307787359408,0.001170667717605086,0.004155149066533049,0.0009887202252503496,0.1332119841009601,0.1305237653281555,99.39764196526008,16.373528733972314,5.205444270464533
190.84573974698617,0.6468554735183716,0.9820136427879333,0.002401582431048155,0.0008783815890854078,0.120016833012655,0.10912099780140695,0.11858767597650237,0.0002812219941196404,0.12118845673918559,0.12244854035686552,0.006020196685053795,0.001020226221534236,0.12239619713946888,0.0511566797287946,0.0008420619350010109,0.00011298530536347294,0.11500171220686731,0.11092783330809623,91.37865545155286,16.02033170900047,5.894517814464956
266.2237139040733,0.9061927795410156,0.9615499973297119,0.44935116171836853,0.03591016194900458,0.003820090041502305,0.030397449991208733,0.11027727096137167,0.00644236340838423,0.018072455344468663,0.13981711316679274,0.0605718638798352,0.10822711885031744,0.17759227777922387,0.12410497730671664,0.08077855460491107,0.01455255151145586,0.0051104371053735526,0.08432531409943343,79.89120211230585,13.380316069888401,3.7885568138423755
241.91920029399438,0.9298198223114014,0.9819017648696899,0.08096085488796234,0.033681448525435496,0.011538121729035095,0.11426506541885993,0.1131973213310501,0.0031432010862274076,0.02739340841525639,0.14254223323321497,0.1185231858439143,0.028907974712052215,0.14351882448305348,0.08869893155113757,0.018676145173141586,0.010490970305201025,0.011250034872642253,0.13417313331977818,82.2494263446235,15.655258615765556,3.908077372693429
166.3114240213473,0.986390233039856,0.9356846809387207,0.15132920444011688,0.06130139223898755,0.03174006501200615,0.13040862266143152,0.1363094967187132,0.000988274580770563,0.136546528478918,0.06274835456204085,0.0010565452404350314,0.02536406955083387,0.1367325348553443,0.0007484247136466792,0.0026508517332019484,0.00036033831273101034,0.13701361079160823,0.1360308905493311,89.53504277504342,16.452759706737996,4.959204305195586
185.39169062481392,0.7617153525352478,0.9779320359230042,0.007520027458667755,0.0030745039513358067,0.11939557509844495,0.10575777730681196,0.12254875912035208,0.0004522561779457189,0.12458856114040054,0.12576885108702018,0.004819637371278507,0.0028087392928891303,0.12611014347326976,0.024486589437397115,0.0015427566687579947,0.0002095426575911199,0.12084168605429074,0.1175946211622144,89.7051971238676,16.44507902179096,5.866191636371427
284.49914394806143,0.874249279499054,0.9471938610076904,0.5788606405258179,0.02721093729813471,0.003801507789203084,0.018823267873189078,0.09145054508368707,0.009504592348035868,0.026552316466629422,0.1241009108842393,0.04477942822438842,0.12384899884248031,0.20036164491303363,0.14004719592505804,0.11705009417511959,0.01665026344965594,0.003888013930077609,0.051930282797067934,78.23288088982858,11.635893788451376,3.4908223846424873
100.8146525515615,0.9883785247802734,0.7462071776390076,0.896284282207489,0.11952883723049623,0.003883987295818916,0.1258206401549,0.12068710157148747,0.0011884371966917953,0.12567474265967513,0.014210578602710662,0.01198971073811289,0.11642008545295322,0.10448049093695252,0.0024424774756502837,0.001978469207303547,0.0009189400316114243,0.12595349428657734,0.12482200715905856,99.05446890835992,16.208174221272976,5.122775789853504
226.59424909556895,0.8394472002983093,0.9868723750114441,0.007376442663371563,0.002230388039167064,0.09469746801182469,0.11710206642173161,0.10704386346453593,0.000966295706159202,0.08818759383899959,0.12117602984693047,0.10870352956335526,0.004102458614781222,0.11778532848201373,0.10121306040393474,0.001757458732165882,0.0007176951048664354,0.01807824979536282,0.11623851397417134,89.79231100381247,16.48769057829615,4.809604900407203
180.2454884524348,0.9314932823181152,0.970295250415802,0.01629859395325184,0.007263200718525228,0.11292848206853089,0.11476608835347485,0.12645712663012385,0.0005526558865355043,0.12717390177735838,0.1209157807802777,0.0011733620950928913,0.004228569484680889,0.12785420028466585,0.003978041728200289,0.0016477160693627014,0.00023801191782103737,0.12607940383842284,0.12474345836692712,88.10770559688585,16.70424721551273,5.731259929631404
166.63253822908027,0.9898723363876343,0.8987424373626709,0.2835582494735718,0.09590824669609396,0.017021787144155955,0.13151001429536546,0.13418545241494564,0.001162960139731967,0.13458226711830373,0.03116988298917636,0.001548719966462522,0.04564807352245637,0.13308846906910415,0.0006453297702377164,0.0033236319920166408,0.0005628836913797932,0.1354477326203276,0.13419454857024213,96.91773839445273,16.434287620608398,5.1373542941721855
170.92255188815108,0.9873484969139099,0.9412969350814819,0.16628648340702057,0.06291818705795632,0.04232738714395089,0.12828396647665358,0.13513534399877075,0.0008610757747909244,0.13529528541933836,0.05552825225898428,0.0009741367652292699,0.0283154048142817,0.13555878456592757,0.0006192221277648138,0.00309642571697827,0.00045251092421049166,0.13610972472014368,0.13452429223501913,91.55186580298984,16.480999271397202,5.151138961047539
224.73625442464163,0.887474775314331,0.9833492636680603,0.015623857267200947,0.0038586318189560457,0.08061466797055217,0.12029479306678824,0.10807494988974953,0.001528286954045885,0.08415469469210872,0.1261974878645042,0.10460087236315085,0.007272523194610997,0.12231771622420569,0.09926116421242188,0.0023351305933991297,0.0012687909057407327,0.016996275595666428,0.1212240146540995,87.6384830410209,16.388742552940315,4.57661009615198
139.78770030755783,0.9916533827781677,0.8199775815010071,0.6428684592247009,0.11536479684479184,0.006500040683437349,0.12873648142496177,0.1278168439677653,0.0011100645272592567,0.12948495241685257,0.01033142146545496,0.0027342133210725137,0.09370800165057327,0.12198171340706537,0.0008581958848319962,0.0017683095566308025,0.0006884994389783753,0.12996147923369866,0.12895498617662596,99.13460138062433,16.184829587027288,5.096765235929489
159.2558221442903,0.9907650351524353,0.8777766823768616,0.35844725370407104,0.10680888915941196,0.012109918708963704,0.13075461836819052,0.13253999846121403,0.00110016385362215,0.13335646197821277,0.022317355467291907,0.001629303455618269,0.05829079739958518,0.13071132397807925,0.0006873210715767363,0.0026064615913803523,0.0006434558274608232,0.13395868405622857,0.13248524662316374,99.04411218614332,16.406871981116247,5.181484211614656
230.79315724383153,0.940211296081543,0.9828557968139648,0.039966605603694916,0.014400060994560792,0.03423148837834325,0.12698144648905313,0.11612619403125744,0.0029475799657814952,0.045014060187040836,0.1435258959439225,0.09888338603774734,0.025070137262203435,0.13992305699446506,0.0990176295946186,0.010030259653976997,0.004262834613379842,0.008058307121163746,0.13152766273248553,81.38232127238606,15.901099426684786,3.8645115298361787
290.97081141105673,0.8897933959960938,0.9468882083892822,0.6158843040466309,0.02412912778183582,0.003251233956997507,0.016653803117255388,0.08883567551725653,0.009050588614783465,0.032135011470095745,0.12309811143451933,0.03174400760515547,0.13316464028896294,0.2140058678431976,0.14681202021593157,0.12297771183568768,0.012982552374086541,0.003049667438649075,0.03810998050558535,77.87105494937038,11.14794849231291,3.3295248695558164
168.77096491555457,0.9848285913467407,0.9557403922080994,0.14574521780014038,0.05688611844373416,0.04295174651124951,0.1265908771808102,0.13464565982967702,0.000673999911778214,0.1349521344706772,0.0697131351190673,0.0007520550828732738,0.023928197468887517,0.13569606138750695,0.0007503881630149991,0.0019967091186225976,0.0004091189627801628,0.13574042609290288,0.13431337225641804,90.27053234621903,16.546063982707203,5.137114580520869
288.6884316449177,0.9030041694641113,0.952753484249115,0.5873985290527344,0.025102545046647922,0.002985876189763149,0.015601234724845956,0.08458481963039265,0.008712341216506369,0.029276797758876927,0.1276127317398096,0.034703692250268384,0.133556527855562,0.2142477804532074,0.14653323611487176,0.12145418149959143,0.012501793274987292,0.002631398724944406,0.04049504351972475,78.22044687228797,11.146707214328575,3.3795389500776656
185.06769424223518,0.7882845997810364,0.9835527539253235,0.0025584250688552856,0.0013756606073640095,0.1225565793584153,0.11155151342353015,0.12183638610025048,0.00026785946066050953,0.12323520673608034,0.12399349277492813,0.003547092195408635,0.0012265631409498138,0.12421084351730939,0.030872189466253405,0.0007728283688198883,0.00013159174811433675,0.11803319337778584,0.11638899972412978,90.31146917450263,16.347870495827216,5.872941340750935
231.22647728869882,0.9382941722869873,0.9891666173934937,0.015792852267622948,0.006836221816019261,0.059624240208194824,0.1298908818931501,0.10910490263607238,0.001466919976414703,0.05839984584375089,0.1357507529733885,0.0975765700442158,0.011156742573190784,0.1336335695170857,0.11005841510213119,0.003740024838506977,0.0026953086468725464,0.009401955723088553,0.13066364820791784,85.28845451314446,15.99495025332537,4.244013242508004
163.8798074091056,0.9871962070465088,0.8776688575744629,0.3209957182407379,0.10653460619902995,0.015083005581190015,0.1273310476559835,0.13061701337208964,0.001430586647174001,0.1320278982252331,0.027094759471212364,0.003204755583772774,0.05808545601688457,0.12947160823973292,0.0011452156224061804,0.003912064895588723,0.0009620552539204309,0.1329292285235515,0.13017069871223036,99.60719360721474,16.431974318277994,5.270101458642581
159.85487543636032,0.9914792776107788,0.897749125957489,0.3498882055282593,0.10255446979164465,0.014749350201784412,0.13076063909480404,0.13290634350134595,0.0008889798257627134,0.13359095060102472,0.02709734213911129,0.0012870062559032544,0.05347586811884017,0.13177842491761477,0.0005696375101033808,0.002501733618351449,0.0005438292878018543,0.1342669913728566,0.13302843376305076,98.39524979009857,16.43956686651441,5.183774646246745
299.29347436246763,0.8880802989006042,0.9494545459747314,0.6481287479400635,0.021286207960809676,0.002597325404603557,0.015313547154710746,0.09242959156288824,0.007923674104497347,0.030484061730951067,0.12986483433506768,0.028546809449938097,0.12793661768669923,0.21790499106973288,0.1529295090075681,0.12535875118070208,0.011082230772620742,0.0026439580415911074,0.03369789053761948,77.47149782085651,11.144472771407111,3.279519617051191
237.9744010594594,0.9370840191841125,0.9850624203681946,0.058903031051158905,0.02368781882573497,0.013161430814124771,0.12406652930872338,0.11850381716304807,0.002343929985086843,0.03224113571390533,0.14501070095855764,0.12707643651740136,0.019893040029058694,0.14263641999122556,0.08452571011645003,0.013373494010909174,0.00615887845055176,0.01042841962312355,0.1368922384920989,79.06265873087418,15.882409755929809,3.643283793549627
191.31946654782894,0.658245325088501,0.9725452661514282,0.003689214587211609,0.001250892874917112,0.1196071709924821,0.10687725329281908,0.11686433035044157,0.0005024729823738235,0.1204133702397569,0.12242281880400271,0.008438215368245738,0.002082025119673116,0.12221796940204226,0.05869642552061106,0.000845172678681694,0.00022014110891929205,0.10956835577516867,0.10999338548986487,92.01151332681584,15.955259386531903,5.881369396883111
174.4231861406638,0.9846599102020264,0.9083588123321533,0.25503477454185486,0.0838748823864356,0.0298555352799471,0.1261722145851039,0.1338563854932372,0.0011201206599263402,0.1339776896962829,0.045976309831104865,0.0014195399133395245,0.0361997872187537,0.13383219107186314,0.0007324815888697846,0.003971971002038548,0.0006140264647324585,0.13518084174063452,0.13321602306773042,95.81454844156647,16.543687912471647,5.2592480492079705
