Hardness,pressure,bias,flow,Cu,Al,Fe,Zr,V,Co,Ni,Nb,Ti,Cr,Mo,Mn,W,Ta,Hf,ave:num_f_valence,var:evaporation_heat,var:num_unfilled,var:vdw_radius_alvarez
15.78880708676074,0.5663842558860779,0.8824756741523743,0.3259119689464569,0.0989844363000634,0.0879096013188743,0.05194888966385081,0.017152117711586375,0.023393918227603946,0.13289152040906588,0.009141326562439095,0.030012053080581216,0.12432740895407154,0.05433497432192857,0.11505579368471343,0.010301855140031369,0.04188531007943442,0.04762534319711125,0.15503545134864438,3.4236454647526613,23430.769135905775,5.217966041287581,106.80260642301579
15.715458514586855,0.6494526863098145,0.9005404114723206,0.41913068294525146,0.09352242226045535,0.118555606644746,0.05547979368924618,0.01981579647813708,0.013850366446728237,0.1090454482404189,0.006316498192923616,0.019278478873885688,0.1222074326147785,0.03589516181115497,0.116548475326762,0.026952644310370637,0.042421041347216415,0.06289541446660088,0.15721541929657556,3.675446251545501,25872.814924487917,4.935030562298045,119.1878357680839
18.343674805696867,0.22344352304935455,0.9638272523880005,0.1380365788936615,0.09343265848945324,0.10522641973247947,0.0803427624752151,0.01798007348088923,0.005695722966799723,0.11307072933741595,0.00245925587156869,0.01566089427885303,0.14139151391388285,0.06750577877793343,0.05232333864655057,0.0046790148081901,0.09364110872626331,0.1058522583796004,0.10073847011490492,4.20324572109076,33064.16759298815,4.79867678298217,104.88052543035737
17.78229000001575,0.2428487241268158,0.9139813184738159,0.1453111618757248,0.09813241786521584,0.0755532101476128,0.09087643431757157,0.012416600418631782,0.009502889776439729,0.11381755010358273,0.003135091903900418,0.030105348972392084,0.13078384748052488,0.0725849358963222,0.06741372985817892,0.008326722185243296,0.0734861527645098,0.1108386298601237,0.10302643844975024,4.022917095041373,31327.53640367345,4.892119094359753,91.95594476153487
27.612207061570622,0.0021946774795651436,0.9989732503890991,0.030185678973793983,0.028250354450403414,0.13804481100810576,0.12342154032429109,0.002035227541625312,0.000827744082731915,0.11611160057336935,5.7334692817240417e-05,0.016134992620260958,0.13991080679443127,0.13311011372282774,0.010633815133273153,0.0002712544411376999,0.06895168052005371,0.138787044448778,0.0834516796458934,4.076665664606152,32855.74204208323,3.369468901107783,107.6677592142199
13.13771977332779,0.87453693151474,0.8915612697601318,0.28917860984802246,0.13085203080740956,0.09428607247526458,0.024297815285039708,0.0059786000073311,0.024309446592794774,0.16773609893738203,0.0041946294046323425,0.01710083021340531,0.09163384281800041,0.025652356250537967,0.17623778926004438,0.010881896692266736,0.016891419083755518,0.025519288497988114,0.1844278836741475,3.175740277582476,19221.596800177565,5.759680344941818,114.85769123387935
29.48878810401593,0.0012003775918856263,0.9993129372596741,0.013881933875381947,0.031754843398676416,0.14121151761441936,0.12719456305992743,0.0015550041473007172,0.0012228186150550174,0.12268821592446563,4.0293545705249294e-05,0.01255963767314534,0.14192957060253503,0.13585698861445356,0.009099712499293505,0.0002382766905856346,0.05896634165442745,0.14142292511077872,0.07425929084923097,3.8450798066021203,31820.473935449958,3.4647977518269046,104.48184164838591
27.202006368745707,0.003424575086683035,0.9976957440376282,0.02155529335141182,0.0400400902842095,0.13964575583829886,0.12336861404521018,0.002093043745950091,0.001576777612569945,0.11580722175129238,8.725590963810856e-05,0.01881086488028945,0.14180278865967244,0.1305041818206605,0.013527844937080917,0.0006761880480347632,0.05307163227053302,0.14064701084843068,0.07834072934812915,3.8088312145393006,31419.058161602192,3.619855546480797,105.34164980581747
29.785548236017668,0.0024054995737969875,0.9991831183433533,0.011073210276663303,0.03793589590732786,0.14220831116331792,0.13624787381722145,0.0014374889042370284,0.001137000868067926,0.10783156472241492,5.214217241117413e-05,0.012226134581581623,0.14269116466154932,0.1367020705869053,0.008552212014944455,0.0005478416214535933,0.05116247854018502,0.14192251215474733,0.07934530828363508,3.8140241856999437,31132.7285853277,3.5501072385166976,105.33158342049838
24.884445875012737,0.013148950412869453,0.9933671951293945,0.05551191419363022,0.04055641909141374,0.13747504499803964,0.11571149103386968,0.004528413415077407,0.003646934478506039,0.10321185257494407,0.0004127290218511386,0.023700504427376912,0.14058999432018823,0.12446554573349579,0.029696232376036292,0.0023655170432896246,0.0584106149431948,0.13596875249807747,0.07925995404463915,3.8309505008027607,31980.786392578964,3.5382663899916547,105.7391388514756
24.735005599585875,0.009096764028072357,0.9941308498382568,0.03790295496582985,0.05263241107369789,0.1325848914492475,0.11620973162138101,0.005574138204531254,0.002725214726992959,0.11587389407388676,0.00023266699930130772,0.017787629531833098,0.1361961287492847,0.12153046594992076,0.017356758606361846,0.0012549691018637938,0.06895578252016848,0.134197993501054,0.07688732389047463,3.9205753987637597,32820.655749596604,3.8414623488675796,104.64299453530205
10.819822214119208,0.9469004273414612,0.7915757298469543,0.5581784844398499,0.10347222211059168,0.14247302417822583,0.013741658511908575,0.008651984722508001,0.06810388838594555,0.16849861683784878,0.005898650844649174,0.03348183109349528,0.037615663127564335,0.028360777516393147,0.1716827018299239,0.009136670382377327,0.004593680588887887,0.02920572098929964,0.1750829088803809,2.924352346419958,19098.02776332642,4.9952696742940725,130.24319454592796
14.737616714720676,0.6602421402931213,0.8608770370483398,0.22236087918281555,0.12699495603918842,0.04892126476582489,0.05176027683364848,0.014077949855920884,0.015744193331182932,0.14190200385662122,0.004835190413774036,0.019680857685101524,0.12096092205047979,0.04059800900093137,0.13750647460021034,0.009731032219495974,0.05088147822080316,0.06251906862332969,0.15388632250348727,3.742016170866682,24647.55146601655,5.72788444215707,91.41920057880164
22.636236201983017,0.030170083045959473,0.9760536551475525,0.06135762482881546,0.07695951459802523,0.116773210627734,0.11753735620518413,0.004996200569759654,0.004367249730370624,0.10263242965364434,0.0005556027611579745,0.02957574436457955,0.1340233420386679,0.11475775143654748,0.02677321149702572,0.003215298014326347,0.06330181810940676,0.13227031565417396,0.07226095473939632,3.7496632390416793,32618.202396717075,4.245331459286735,98.15918400730126
12.70032658239395,0.8870816230773926,0.8639870882034302,0.3203277289867401,0.13611757709327293,0.08950874298269831,0.025454403608372995,0.007977711147223683,0.0302991927011042,0.16763835845791722,0.004048391676537718,0.020445788193035743,0.08100069895325493,0.02566746799888966,0.1750479531383712,0.008112875208774612,0.01742768090658794,0.030471096793691997,0.18078206114026685,3.201531743767655,19654.593662009225,5.806914513249701,112.91938651162789
21.976386919032407,0.04496113210916519,0.9772174954414368,0.062156181782484055,0.0717116685620359,0.12132824279209671,0.10189178582083375,0.00815514435375688,0.003904663114689208,0.11121443771376607,0.0008840728539081539,0.017038948035947774,0.13784836355047322,0.09769142078274765,0.03827284666331281,0.0021138105181972523,0.07269539471995802,0.1313457317275718,0.0839034687907048,4.0312243333352855,32937.41244260918,4.241987098952202,103.5974083417245
21.448434358256495,0.042933717370033264,0.9761658310890198,0.08238324522972107,0.06754113986500997,0.11765078309367824,0.10442614988035327,0.0070072037708085785,0.0043855191622765395,0.10452296907277955,0.0009727489623745906,0.027370168671789694,0.13667048521698547,0.10388043702391057,0.03827771917071279,0.0041207692603489,0.06766503444762458,0.13227535557845307,0.08323351682289418,3.9644346958856063,32794.695489267615,4.120574320500243,101.97228136159102
20.068302678227447,0.08675839751958847,0.9746161103248596,0.1157090812921524,0.059533741174893975,0.11258424690023264,0.08512937887060293,0.008753018356252825,0.004590938158646017,0.11702975050716406,0.002184147190345922,0.027196209298911582,0.13738080670434602,0.0831859111135522,0.040647107066303145,0.0032968249319480104,0.09126475418331535,0.1234306731144342,0.10379249242905113,4.458830876175209,33878.248298904844,4.104610180798217,108.4072362492754
17.052694803948576,0.4941661059856415,0.9660380482673645,0.18286779522895813,0.0984305350646651,0.09587604548053903,0.07621523121385017,0.017990547958692364,0.008310097731544761,0.11623116517928521,0.005933167908397991,0.015164559377045934,0.14596733081984078,0.039945928610046824,0.08021150431450778,0.006176033000725057,0.10542116039696656,0.05495932829398069,0.13316736464991175,4.109669946772026,30503.28049930307,5.076370165414873,109.59215172496262
24.584028700043834,0.02088651806116104,0.995025634765625,0.04513291269540787,0.0514038633856505,0.13659925747163515,0.09875337160898061,0.004987660521348434,0.002643441240590575,0.12231488030191398,0.00042285514923112114,0.01328316462644178,0.1400338335733456,0.10584487227452645,0.015921322430524108,0.0006673833190867494,0.09965033790615446,0.1370923994118693,0.0703813567787012,4.299737317354149,36081.29129652735,3.797776111191109,108.26363106728621
24.631679320079982,0.014644775539636612,0.98954176902771,0.04177267104387283,0.058593568056506874,0.13281180054031408,0.11378732393746623,0.005176641633445095,0.0033016227918020976,0.11026181892257517,0.00035759984926793354,0.022292217107348248,0.13823286559101366,0.11824987386324816,0.019111612621290807,0.001857959172403053,0.06350223253124215,0.1367434567445599,0.07571940663751653,3.8635113427864605,32636.491742405466,3.941949422700031,104.41209402853309
28.241258253147933,0.0033339348156005144,0.9976900815963745,0.021961305290460587,0.03561740009918924,0.14506507530964435,0.13742968946410522,0.0026450008669511044,0.0021350077280915133,0.09735683480356447,6.964267663580271e-05,0.022285956929702797,0.1463479857872551,0.1403541533050801,0.013124700140609243,0.001000565780681333,0.03866681541249187,0.14482265595832416,0.07307851573767365,3.591951819518856,30297.15461727097,3.4438050215676963,103.66225729216123
10.453080266774395,0.930658221244812,0.6608881950378418,0.6037827134132385,0.10044605738739225,0.13240185333864044,0.022736210298528636,0.012620486595138307,0.09228264891621932,0.15240666852996507,0.005911393031117975,0.039081317427260294,0.03575994341428132,0.057295743521964544,0.1509258415750358,0.008457112893501595,0.005725217779187227,0.024365958290110797,0.15958354700165642,2.6554461229933626,18572.145074817017,4.839455156969194,121.59994705340131
18.716261731274464,0.16235505044460297,0.9537853598594666,0.1270858347415924,0.08445185615848107,0.09774308880149915,0.09691497670072961,0.015002362900524669,0.006133677493822004,0.11256579753876204,0.0022232169717790037,0.02524304383765491,0.1287686696540325,0.0760952459210014,0.04482771601761228,0.004635898100238203,0.08238450505052343,0.11730919874105195,0.10570074611228776,4.275522298654083,32797.646017899184,4.622325008262532,102.57075472145809
21.270455856530077,0.0445694737136364,0.9796445965766907,0.04054885730147362,0.08998606381768158,0.1051257882838933,0.11515294742283876,0.0063709248531479456,0.0022421880027346593,0.12135480132506046,0.00041940657106658577,0.016791360991295832,0.13673287142703006,0.09109630024984772,0.027286265551468628,0.0014592922335467092,0.08199680352384629,0.1318616689877571,0.07212331675878439,4.003745049785429,33912.453075027704,4.601270555402408,95.67705297613726
26.29892982266689,0.006116105709224939,0.9973306655883789,0.03268500417470932,0.03857107129054164,0.137445491300193,0.10923101930517853,0.005277399269059892,0.0030205362585682717,0.12077201794130923,0.00030630421000741475,0.020778548774336165,0.1380606325255517,0.12217976495741288,0.010698625879619523,0.0008346825171132098,0.0807456374687089,0.13560749869303748,0.07647076960936214,4.09953468079552,34125.773399457976,3.5713038362394314,108.0168638472996
26.071979893400655,0.0060312203131616116,0.9951987266540527,0.03245066851377487,0.046191407493477186,0.13843094127428165,0.11975442868313241,0.0027792465934162198,0.0023031713905617857,0.10894490256715543,0.00017280364390426288,0.02138463459415129,0.1415029320209109,0.12786394164276194,0.02304267270114278,0.0013004117017291446,0.049783867883479764,0.1401889016425643,0.07635573616733089,3.7285990797072497,31230.536508323792,3.6926283773413,104.17417211498474
15.995116358465749,0.45004352927207947,0.9016152024269104,0.19437363743782043,0.11894202012875227,0.06069686880736067,0.08640577781948924,0.01514676708333115,0.00825210287962014,0.1081568884415416,0.003119890503990572,0.022653276339858107,0.13187071146892562,0.04799669951508835,0.0912933429951159,0.008609400349437794,0.0664441603231807,0.1003924019095906,0.13001969143471728,4.15598755134484,29402.508368799216,5.41271613698967,91.84684827563981
