pressure,bias,flow,Zr,Co,Ti,Mn,Ta,Cu,Al,Fe,V,Ni,Nb,Cr,Mo,W,Hf,Hardness,Modulus,
0.5265754529443026,0.9958631256816979,0.48208337072564544,0.23506972993899497,0.10377695704990943,0.28473188542894384,0.16366167663192116,0.2127597509502305,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.3780990260524496,0.9611784169330048,0.5809137117551515,0.23345506907490696,0.12743308207170742,0.20421473417444183,0.3101249577470993,0.1247721569318445,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.3401776232983239,0.9833717336486173,0.6126420331983022,0.2557889997413578,0.16068742394476918,0.18604827897434886,0.22709372709510223,0.17038157024442188,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.3663208426963853,0.9743042167683813,0.8364423210917146,0.24807460775913345,0.235306082940738,0.16361711086529146,0.11863817908352797,0.23436401935130913,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.24254423226756971,0.9992746379263027,0.7861232810300006,0.22204619524074906,0.21093377912410854,0.19568845629750733,0.21341044956175992,0.15792111977587514,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.29355823067979114,0.9784551681478568,0.42099632842827706,0.1896903852125328,0.06743302387164318,0.2562705555012673,0.19497967206340555,0.29162636335115105,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.5555273029340547,0.9888160584780196,0.947751304040007,0.11205022413052002,0.18199167429076568,0.2746694936765831,0.2459807976532313,0.1853078102488999,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.38700601633070497,0.999010485858385,0.6302271731914539,0.17998841847497093,0.24459894025568032,0.1702468802702157,0.1615890668049037,0.24357669419422937,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.5499405701407195,0.9571641177485499,0.6035563993179762,0.24371153718610125,0.18940266620110116,0.1951828370799196,0.14985349816244425,0.22184946137043357,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.38432195315614626,0.9672022939586032,0.918106810076627,0.251673049747013,0.12347372538634249,0.24004822167816536,0.11636269125818093,0.2684423119302983,0,0,0,0,0,0,0,0,0,0,20.376987167665348,119.60850149498708,0.170364037
0.5812140423923913,0.9681339960118983,0.9537360368880152,0.14680396959913505,0.2042082583173922,0.21478311601674566,0.2100989483594557,0.2241057077072715,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.5792505754940372,0.9782623255720162,0.49097071346982324,0.16852301713298454,0.08124915091613723,0.22345140392791546,0.3212605594318569,0.20551586859110593,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.5522681836203387,0.9855871032218488,0.03401410968807661,0.24424065955222868,0.08426530979695442,0.18729764025456133,0.29769719541179407,0.18649919498446157,0,0,0,0,0,0,0,0,0,0,20.376987167665348,119.60850149498708,0.170364037
0.6051624438342476,0.9711543268560132,0.6470243819798454,0.1541761849604637,0.2768527677392535,0.16676509713233678,0.21007944969246384,0.19212650047548224,0,0,0,0,0,0,0,0,0,0,20.376987167665348,119.60850149498708,0.170364037
0.3726462415844768,0.9716528674732569,0.976208921208054,0.1930547881128054,0.147266175703453,0.21655831358498714,0.2263850952946463,0.21673562730410822,0,0,0,0,0,0,0,0,0,0,24.5717663292913,119.63348044389227,0.205392054
0.29229603208177524,0.9648284277253718,0.8465862092939461,0.21860514861395972,0.08067549909969446,0.16656601171045043,0.2707570629784905,0.26339627759740497,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.21024852477878264,0.9728457073863827,0.634773280680876,0.24388435232055,0.12518986757981718,0.17562017823150552,0.22903072915579892,0.2262748727123284,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.4096491157468217,0.9575903331396817,0.5876726146591039,0.14805914442798804,0.2970275309299916,0.20518836710768293,0.09290723341552957,0.2568177241188079,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.27449836134768113,0.9942883408298627,0.4173685956808201,0.2294917121592204,0.15820517006258486,0.21732251086341792,0.18108304437250386,0.21389756254227296,0,0,0,0,0,0,0,0,0,0,20.376987167665348,119.60850149498708,0.170364037
0.5299489987836357,0.9708829418643065,0.7628123267920225,0.1756514538108635,0.11398927255227932,0.28596161243705714,0.09412324983334944,0.3302744113664507,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.4664212129067413,0.9831326075849786,0.5961922953305796,0.17845124600477094,0.20773643857695365,0.21584404023830553,0.21135635958458368,0.18661191559538604,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.4901749964389004,0.9644146557758663,0.539563888658236,0.16479878754885943,0.09869764673927073,0.2871283053965754,0.2681183251444133,0.1812569351708811,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.6112905286156944,0.9717302986180785,0.03139794316302347,0.2125161483365746,0.10393643108767077,0.21990674798314988,0.16902069713611334,0.2946199754564914,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.24711483781069243,0.9936208036642455,0.815908437061196,0.2568360139374745,0.09815430638711518,0.1902912781054515,0.3034502180281765,0.15126818354178237,0,0,0,0,0,0,0,0,0,0,20.376987167665348,119.60850149498708,0.170364037
0.3328741843959281,0.9713448670916727,0.7412380984341309,0.20677567051205434,0.0816614981870642,0.33580207407526824,0.16757198045286875,0.20818877677274442,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.3071200901340402,0.9661278531836117,0.8033366758302897,0.3027522731330099,0.07815059566017458,0.18103285305711492,0.11858038745761754,0.31948389069208305,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.31706791950302704,0.9926207096919376,0.8576672571931507,0.14275485033160623,0.251984268826808,0.20332178266078976,0.13210891782482884,0.2698301803559671,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.44135874939079967,0.9925084393696731,0.6355248674560912,0.11542339896012166,0.18045250272591984,0.1922523332926103,0.24585923207006183,0.2660125329512864,0,0,0,0,0,0,0,0,0,0,20.376987167665348,119.60850149498708,0.170364037
0.2652353747037195,0.9891250842992086,0.3803475754756849,0.14904232712611915,0.2588290196136823,0.15863028198423426,0.09966267755496187,0.33383569372100247,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.2846704327577261,0.9895793979889551,0.6355834268069169,0.13369771804812447,0.18217961533914576,0.19418065751387842,0.21939551438120647,0.2705464947176449,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.2845976935986475,0.9692926280207815,0.8082611685809432,0.19761748011566832,0.20878302974723997,0.18174628853562547,0.25325277108907507,0.15860043051239114,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.548005933714524,0.9886125636651614,0.6015212269661561,0.20659816929786268,0.06866829410897177,0.25367205800020026,0.26892717516289594,0.20213430343006938,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.3915590591274176,0.9971571742585854,0.7526658342506347,0.12629873623510723,0.23833343540696106,0.17102433155189617,0.14395997519505216,0.3203835216109835,0,0,0,0,0,0,0,0,0,0,20.376987167665348,119.60850149498708,0.170364037
0.22558660353305804,0.9878555759084954,0.6324303113898001,0.20375607746262953,0.2081637380671648,0.20645197929541836,0.1664719993677717,0.2151562058070156,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.45672943032475555,0.9657607464581863,0.6989755894355543,0.16061022332473815,0.18515263117212793,0.2446242206156961,0.16588926072179414,0.24372366416564367,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.6422170454947106,0.9895714505313354,0.9988426845019487,0.2195653047941572,0.09014329000484442,0.30143597068456685,0.2111448441192604,0.17771059039717121,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.5878929771954303,0.982908504449846,0.918817667385358,0.19201971200167534,0.15503654891808125,0.15945827524948022,0.2292849439597651,0.2642005198709981,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.49730730060430595,0.9875866465956432,0.7934552731243008,0.23656481508644514,0.10104888967942902,0.2373361765666346,0.2372202590399897,0.18782985962750154,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.25407795693059754,0.9763325708539656,0.5815131500866534,0.18374919056819733,0.15107098705382088,0.18115459323912228,0.23514873419945653,0.24887649493940295,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.38782854669042455,0.9679148529648542,0.5610185780593762,0.1404623227210413,0.21706541714254654,0.22101239415354865,0.28214039740491115,0.13931946857795244,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.34715888310701726,0.9621173478336376,0.9125094212822732,0.158028610240587,0.07398549408446616,0.2731142562723144,0.3169068122690555,0.177964827133577,0,0,0,0,0,0,0,0,0,0,20.376987167665348,119.60850149498708,0.170364037
0.2647139264899566,0.9894684492431499,0.9136211623106629,0.11431956802004242,0.1761861710363484,0.1920386866968426,0.2693463311221827,0.24810924312458393,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.5325340118750539,0.9668469824180482,0.9115685180934603,0.159310188721759,0.09491596327798091,0.20405741028022906,0.26175948861632403,0.2799569491037071,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.3699985987921731,0.9901955824734872,0.5517782441966224,0.10391354544262206,0.09853089173388718,0.30440330146250166,0.1925795658503523,0.3005726955106368,0,0,0,0,0,0,0,0,0,0,20.376987167665348,119.60850149498708,0.170364037
0.654204552987493,0.9922388682584968,0.45569092711311954,0.15675756081559886,0.2153060344370093,0.2116363010542434,0.21707437219851383,0.19922573149463468,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.20852413598210529,0.9625953795233751,0.653149591403062,0.16799273154017041,0.23974296970345216,0.21274496275220242,0.159063166748797,0.22045616925537792,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.5822097983411568,0.9956875380395933,0.3815844449893008,0.2993453906230991,0.08275485971207626,0.17152619915470116,0.139025210139952,0.3073483403701715,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.41994843802506876,0.9573545942693762,0.03855546286349987,0.1213163949197269,0.2611325548569793,0.24971866933084433,0.17746392008879913,0.1903684608036504,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.2241302906535746,0.968567874345158,0.7167240733197975,0.1549546590177574,0.17041308928066082,0.2969198941976728,0.1703392148272227,0.20737314267668627,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
0.6868707985249148,0.9688684401021057,0.4546041709600267,0.19134059975384704,0.079857843341318,0.26032672838951143,0.1703320859578961,0.29814274255742756,0,0,0,0,0,0,0,0,0,0,19.17655934421676,112.75,0.170080349
